,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
31067,2633,EPX,Travel Agency,Online,Cancellation Plan,0,75,FIJI,48.0,0.0,,36
6300,582,JZI,Airlines,Online,Basic Plan,0,10,CHINA,26.0,9.1,M,42
10660,32147,EPX,Travel Agency,Online,Cancellation Plan,0,13,THAILAND,42.0,0.0,,36
30976,57110,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,"TAIWAN, PROVINCE OF CHINA",35.0,0.0,,36
38830,22241,EPX,Travel Agency,Online,Cancellation Plan,0,27,JAPAN,36.0,0.0,,36
5925,10726,JZI,Airlines,Online,Basic Plan,0,25,CHINA,26.0,9.1,F,44
37943,31720,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,MALAYSIA,20.0,0.0,,36
24266,40794,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,65,THAILAND,32.0,0.0,,56
25649,26640,EPX,Travel Agency,Online,Cancellation Plan,0,40,CANADA,13.0,0.0,,24
19182,27783,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,"KOREA, REPUBLIC OF",112.0,0.0,,36
16310,50464,EPX,Travel Agency,Online,Cancellation Plan,0,39,UNITED STATES,102.0,0.0,,32
13842,62010,C2B,Airlines,Online,Annual Silver Plan,0,373,SINGAPORE,216.0,54.0,F,34
6757,18807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,UNITED STATES,108.9,65.34,,30
18586,16253,EPX,Travel Agency,Online,Cancellation Plan,0,106,INDONESIA,17.0,0.0,,40
35605,23173,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,33,HONG KONG,29.0,0.0,,36
7244,18797,C2B,Airlines,Online,Annual Silver Plan,0,378,SINGAPORE,252.85,63.21,F,43
27398,57881,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,15,SINGAPORE,20.0,0.0,,35
36257,29944,EPX,Travel Agency,Online,Cancellation Plan,0,12,CANADA,21.0,0.0,,55
1598,29787,KML,Travel Agency,Online,Value Plan,0,25,INDONESIA,22.0,8.36,F,48
37009,18939,EPX,Travel Agency,Online,Cancellation Plan,0,44,UNITED KINGDOM,45.0,0.0,,36
18080,47928,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,37,CHINA,20.0,0.0,,36
32418,8970,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,THAILAND,20.0,0.0,,36
30803,25956,EPX,Travel Agency,Online,Cancellation Plan,0,36,UNITED STATES,10.0,0.0,,25
35786,25076,EPX,Travel Agency,Online,Cancellation Plan,0,24,CHINA,30.0,0.0,,36
49482,14208,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,JAPAN,0.0,0.0,,36
25326,45516,JZI,Airlines,Online,Basic Plan,0,6,PHILIPPINES,18.0,6.3,M,73
21888,22497,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,0.0,35.64,,31
25757,22426,EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,10.0,0.0,,36
41528,47949,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,0,13,AUSTRALIA,0.0,40.95,F,57
43480,30600,EPX,Travel Agency,Online,Cancellation Plan,0,153,PHILIPPINES,14.0,0.0,,36
1134,23270,RAB,Airlines,Online,Value Plan,0,127,AUSTRALIA,23.0,9.2,M,71
12880,29346,EPX,Travel Agency,Online,Cancellation Plan,0,2,CANADA,80.0,0.0,,37
26058,8453,EPX,Travel Agency,Online,Cancellation Plan,0,37,MALAYSIA,10.0,0.0,,36
15442,34095,EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,10.0,0.0,,26
27813,44658,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,THAILAND,20.0,0.0,,26
1372,10981,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,28,THAILAND,29.7,17.82,,28
35577,14715,EPX,Travel Agency,Online,Cancellation Plan,0,5,AUSTRALIA,55.0,0.0,,30
35218,19660,C2B,Airlines,Online,Annual Silver Plan,0,411,SINGAPORE,187.85,46.96,F,66
25733,5584,SSI,Airlines,Online,Ticket Protector,0,13,SINGAPORE,12.66,3.55,,48
32421,60002,TST,Travel Agency,Offline,Travel Cruise Protect,0,12,MALAYSIA,30.0,10.5,M,27
34118,4068,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,291.75,72.94,F,27
41811,36341,EPX,Travel Agency,Online,Cancellation Plan,0,11,MALAYSIA,10.0,0.0,,36
24743,52954,C2B,Airlines,Online,Silver Plan,0,42,SINGAPORE,88.5,22.13,F,29
8920,46039,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,91,AUSTRALIA,-49.5,29.7,,37
38129,57240,EPX,Travel Agency,Online,Cancellation Plan,0,35,SINGAPORE,60.0,0.0,,36
47508,21123,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,73,SINGAPORE,20.0,0.0,,36
21448,42406,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,UNITED KINGDOM,108.9,65.34,,35
42201,3026,JZI,Airlines,Online,Basic Plan,0,106,HONG KONG,35.0,12.25,M,55
42347,8442,EPX,Travel Agency,Online,Cancellation Plan,0,20,INDONESIA,15.0,0.0,,28
37409,34771,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,35,AUSTRALIA,29.7,17.82,,36
4758,37504,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,CHINA,76.0,0.0,,36
1948,29749,EPX,Travel Agency,Online,Cancellation Plan,0,62,HONG KONG,28.0,0.0,,36
28415,4972,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,THAILAND,20.0,0.0,,36
48783,12193,EPX,Travel Agency,Online,Cancellation Plan,0,31,MALAYSIA,10.0,0.0,,33
18021,20259,EPX,Travel Agency,Online,Cancellation Plan,0,5,LAO PEOPLE'S DEMOCRATIC REPUBLIC,26.0,0.0,,36
10152,6220,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,MALAYSIA,0.0,17.82,,41
14499,18864,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,57,ITALY,80.0,0.0,,36
19333,19864,JZI,Airlines,Online,Value Plan,0,31,UNITED KINGDOM,67.0,23.45,M,55
36945,36770,C2B,Airlines,Online,Silver Plan,1,55,SINGAPORE,109.0,27.25,F,36
34919,43587,EPX,Travel Agency,Online,Cancellation Plan,0,34,INDIA,10.0,0.0,,47
5111,11653,JZI,Airlines,Online,Value Plan,0,39,AUSTRALIA,69.0,24.15,F,54
21698,32050,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,SWITZERLAND,19.8,11.88,,48
8339,53101,SSI,Airlines,Online,Ticket Protector,0,5,SINGAPORE,1.99,0.56,,48
14317,17651,EPX,Travel Agency,Online,Cancellation Plan,0,79,PHILIPPINES,17.0,0.0,,36
27680,40235,C2B,Airlines,Online,Silver Plan,0,29,SINGAPORE,72.0,18.0,F,53
16206,6599,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,SRI LANKA,35.0,0.0,,36
49031,48341,EPX,Travel Agency,Online,Cancellation Plan,0,74,JAPAN,10.0,0.0,,43
24901,60044,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,29.5,7.38,F,34
15693,30293,C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,33.5,8.38,M,24
48603,26912,C2B,Airlines,Online,Annual Silver Plan,0,373,SINGAPORE,252.85,63.21,F,32
23527,24010,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,47,VIET NAM,20.0,0.0,,36
20657,28948,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,29.7,17.82,,54
16600,38469,C2B,Airlines,Online,Bronze Plan,0,50,SINGAPORE,23.0,5.75,F,67
41315,13401,JZI,Airlines,Online,Basic Plan,0,7,HONG KONG,26.0,9.1,F,44
29010,22224,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,140,PERU,36.0,0.0,,36
17113,63306,RAB,Airlines,Online,Value Plan,0,12,BRUNEI DARUSSALAM,23.0,9.2,M,49
40509,10242,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,AUSTRALIA,20.0,0.0,,36
32283,52206,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,54,AUSTRALIA,89.1,53.46,,53
38364,24790,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,CHINA,50.0,0.0,,36
10939,58628,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,CHINA,43.0,0.0,,42
1878,20481,EPX,Travel Agency,Online,Cancellation Plan,0,95,THAILAND,11.0,0.0,,24
4545,19200,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,MALAYSIA,0.0,17.82,,31
40228,46850,EPX,Travel Agency,Online,Cancellation Plan,0,60,JAPAN,25.0,0.0,,36
27324,13000,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,SERBIA,112.0,0.0,,36
10718,58366,C2B,Airlines,Online,Bronze Plan,0,26,SINGAPORE,16.0,4.0,F,32
26448,40990,EPX,Travel Agency,Online,Cancellation Plan,0,14,THAILAND,15.0,0.0,,53
11131,18323,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,51,NORWAY,69.3,41.58,,22
30762,11366,EPX,Travel Agency,Online,Cancellation Plan,0,12,INDIA,15.0,0.0,,36
35323,16354,JZI,Airlines,Online,Value Plan,0,57,UNITED STATES,121.0,42.35,M,63
5098,14561,JZI,Airlines,Online,Basic Plan,0,6,HONG KONG,22.0,7.7,M,52
45063,128,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,AUSTRALIA,39.6,23.76,,52
46699,14959,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,AUSTRALIA,49.5,29.7,,43
18213,57213,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,87,SINGAPORE,68.0,0.0,,36
3405,40652,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,POLAND,112.0,0.0,,36
49931,3624,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,AUSTRALIA,49.5,29.7,,58
2172,3762,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,22.1,5.53,M,23
43694,7995,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,HONG KONG,21.0,0.0,,36
6156,49798,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,VIET NAM,20.0,0.0,,60
45544,15475,EPX,Travel Agency,Online,Cancellation Plan,0,10,INDIA,80.0,0.0,,36
3550,49363,JZI,Airlines,Online,Basic Plan,0,92,PHILIPPINES,58.0,20.3,F,44
45849,5193,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,50,INDONESIA,20.0,0.0,,34
34934,8661,EPX,Travel Agency,Online,Cancellation Plan,0,77,NETHERLANDS,10.0,0.0,,36
15490,37441,SSI,Airlines,Online,Ticket Protector,0,28,SINGAPORE,20.64,5.79,,48
37613,60561,KML,Travel Agency,Online,Value Plan,0,3,INDONESIA,22.0,8.36,M,48
49085,17392,EPX,Travel Agency,Online,Cancellation Plan,0,4,THAILAND,30.0,0.0,,31
29937,19218,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,UNITED ARAB EMIRATES,29.7,17.82,,31
11451,57071,EPX,Travel Agency,Online,Cancellation Plan,0,70,THAILAND,10.0,0.0,,40
12580,5960,JZI,Airlines,Online,Basic Plan,0,38,INDONESIA,18.0,6.3,F,53
4864,35746,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,FRANCE,112.0,0.0,,36
4151,49055,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,113,NEW ZEALAND,98.0,0.0,,59
30767,17740,JZI,Airlines,Online,Basic Plan,0,16,MALAYSIA,18.0,6.3,M,56
3840,53061,EPX,Travel Agency,Online,Cancellation Plan,0,53,MALAYSIA,10.0,0.0,,22
37824,49294,EPX,Travel Agency,Online,Cancellation Plan,0,42,SINGAPORE,10.0,0.0,,25
22624,36403,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,13.5,3.38,F,29
33151,33912,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,47,UNITED KINGDOM,20.0,0.0,,36
24542,1365,JWT,Airlines,Online,Value Plan,0,17,INDIA,39.0,15.6,M,118
13259,32114,EPX,Travel Agency,Online,Cancellation Plan,0,19,ITALY,10.0,0.0,,36
13974,40640,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,52,AUSTRALIA,0.0,47.52,,46
25410,14474,EPX,Travel Agency,Online,Cancellation Plan,0,181,PHILIPPINES,10.0,0.0,,36
20524,7619,EPX,Travel Agency,Online,Cancellation Plan,0,136,INDONESIA,20.0,0.0,,28
45908,61842,C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,16.0,4.0,M,28
23153,37625,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,46,SPAIN,39.6,23.76,,38
32491,54571,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,60,HONG KONG,66.0,0.0,,36
2205,18228,EPX,Travel Agency,Online,Cancellation Plan,0,70,SINGAPORE,12.0,0.0,,36
22133,12623,EPX,Travel Agency,Online,Cancellation Plan,0,11,THAILAND,18.0,0.0,,36
22568,19696,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,36
37280,16842,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,INDIA,33.0,0.0,,36
23382,18455,EPX,Travel Agency,Online,Cancellation Plan,0,23,HONG KONG,23.0,0.0,,36
49346,22245,EPX,Travel Agency,Online,Cancellation Plan,0,5,THAILAND,10.0,0.0,,36
38157,4906,RAB,Airlines,Online,Value Plan,0,16,BRUNEI DARUSSALAM,23.0,9.2,F,51
17855,53778,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,26.5,6.63,M,75
43209,31971,JWT,Airlines,Online,Value Plan,0,61,INDIA,31.0,12.4,M,118
35550,59044,EPX,Travel Agency,Online,Cancellation Plan,0,41,"TAIWAN, PROVINCE OF CHINA",14.0,0.0,,31
22374,52283,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,14.0,0.0,,36
9663,21488,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,99,DENMARK,227.7,136.62,,50
47951,33572,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,147,SPAIN,-68.0,0.0,,36
35683,5821,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,131,GREECE,29.7,17.82,,24
26477,13426,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,35.25,8.81,M,28
27501,23665,EPX,Travel Agency,Online,Cancellation Plan,0,24,HONG KONG,16.0,0.0,,36
35052,5014,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,MALAYSIA,31.0,0.0,,36
25695,22255,EPX,Travel Agency,Online,Cancellation Plan,0,58,MALAYSIA,10.0,0.0,,21
8030,2935,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,THAILAND,20.0,0.0,,36
12775,27808,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,127,FINLAND,43.0,0.0,,36
36476,46923,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,F,31
45274,53880,EPX,Travel Agency,Online,Cancellation Plan,0,31,THAILAND,19.0,0.0,,20
46500,36546,TTW,Travel Agency,Offline,Individual Comprehensive Plan,0,368,SINGAPORE,97.0,0.0,M,30
3991,52359,JZI,Airlines,Online,Basic Plan,0,10,THAILAND,22.0,7.7,F,54
12260,28250,EPX,Travel Agency,Online,Cancellation Plan,0,24,HUNGARY,80.0,0.0,,37
42918,34242,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,UNITED STATES,112.0,0.0,,44
48846,50560,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,51,MALAYSIA,39.6,23.76,,43
28914,664,EPX,Travel Agency,Online,Cancellation Plan,0,71,HONG KONG,62.0,0.0,,36
8236,28614,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,VIET NAM,66.0,0.0,,36
37922,36037,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,55,THAILAND,25.0,16.25,M,30
42882,47729,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,SINGAPORE,20.0,0.0,,36
49136,43852,C2B,Airlines,Online,Bronze Plan,0,41,SINGAPORE,21.0,5.25,M,36
32829,49890,JZI,Airlines,Online,Basic Plan,0,9,CHINA,26.0,9.1,F,48
30793,22585,EPX,Travel Agency,Online,Cancellation Plan,0,76,UNITED STATES,17.0,0.0,,44
18060,15984,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,THAILAND,20.0,0.0,,36
2756,6881,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,NETHERLANDS,39.6,23.76,,31
35217,35589,EPX,Travel Agency,Online,Cancellation Plan,0,46,ZIMBABWE,46.0,0.0,,36
23009,42054,C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,29.0,7.25,M,48
20110,40760,C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,33.5,8.38,F,30
46506,59599,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,INDIA,45.0,0.0,,57
25633,46158,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,30,MALAYSIA,20.0,0.0,,36
9443,47742,KML,Travel Agency,Online,Value Plan,0,85,FRANCE,95.0,36.1,M,48
11130,37127,C2B,Airlines,Online,Silver Plan,0,22,SINGAPORE,18.5,4.63,F,29
3366,22566,EPX,Travel Agency,Online,Cancellation Plan,0,27,SINGAPORE,14.0,0.0,,36
48180,49086,EPX,Travel Agency,Online,Cancellation Plan,0,57,MYANMAR,15.0,0.0,,36
49915,53988,C2B,Airlines,Online,Bronze Plan,0,43,SINGAPORE,21.0,5.25,F,40
40069,6409,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,AUSTRALIA,49.5,29.7,,58
11900,19222,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,CHINA,29.0,0.0,,36
24692,29611,C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,47.0,11.75,F,34
48413,46175,EPX,Travel Agency,Online,Cancellation Plan,0,8,PHILIPPINES,10.0,0.0,,36
5043,39931,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,THAILAND,20.0,0.0,,39
1039,57784,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,NETHERLANDS,9.9,5.94,,31
48416,26346,JZI,Airlines,Online,Basic Plan,0,36,CHINA,22.0,7.7,M,28
11802,22512,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,55,AUSTRALIA,128.7,77.22,,37
45577,38194,EPX,Travel Agency,Online,Cancellation Plan,0,100,UNITED STATES,50.0,0.0,,31
44629,24852,EPX,Travel Agency,Online,Cancellation Plan,0,13,THAILAND,11.0,0.0,,36
23826,47235,C2B,Airlines,Online,Silver Plan,0,43,SINGAPORE,57.0,14.25,M,47
27828,59691,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,13,AUSTRALIA,69.3,41.58,,50
11082,39824,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,SINGAPORE,34.0,0.0,,36
26304,27019,EPX,Travel Agency,Online,Cancellation Plan,0,16,SINGAPORE,31.0,0.0,,36
35139,13189,JZI,Airlines,Online,Basic Plan,0,23,CHINA,44.0,15.4,M,56
29478,45364,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,29.7,17.82,,43
41328,36478,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,THAILAND,29.0,0.0,,39
7533,19339,JZI,Airlines,Online,Basic Plan,0,69,THAILAND,22.0,7.7,M,35
34269,44583,JZI,Airlines,Online,Basic Plan,0,69,AUSTRALIA,26.0,9.1,F,27
17105,14006,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,PHILIPPINES,29.0,0.0,,36
9026,5867,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,52,MYANMAR,20.0,0.0,,36
20378,19091,EPX,Travel Agency,Online,Cancellation Plan,0,158,THAILAND,10.0,0.0,,53
2578,61971,JZI,Airlines,Online,Basic Plan,0,100,CHINA,69.0,24.15,M,22
30582,12767,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,INDIA,48.0,0.0,,36
8337,1614,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,90,NEPAL,41.0,0.0,,36
40357,18108,JZI,Airlines,Online,Basic Plan,0,13,MALAYSIA,33.0,11.55,M,45
5276,62371,ART,Airlines,Online,24 Protect,0,55,HONG KONG,22.17,7.76,M,48
22618,61975,JZI,Airlines,Online,Basic Plan,0,42,HONG KONG,26.0,9.1,M,33
4599,9203,EPX,Travel Agency,Online,Cancellation Plan,0,4,INDONESIA,10.0,0.0,,30
10942,36562,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,18.0,4.5,M,69
45219,18627,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,BAHRAIN,28.0,0.0,,36
34131,24188,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,NEW ZEALAND,39.6,23.76,,49
46905,21199,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,42,THAILAND,29.7,17.82,,34
40501,22181,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,UNITED KINGDOM,0.0,23.76,,33
13685,27552,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,79,EGYPT,0.0,0.0,,36
18259,9069,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,23,SINGAPORE,105.0,0.0,,36
9985,42651,C2B,Airlines,Online,Silver Plan,0,7,SINGAPORE,39.0,9.75,M,48
40179,48896,EPX,Travel Agency,Online,Cancellation Plan,0,3,MYANMAR,10.0,0.0,,22
29134,17027,SSI,Airlines,Offline,Ticket Protector,0,1,SINGAPORE,0.0,0.02,,118
21038,35033,KML,Travel Agency,Online,Value Plan,0,12,INDONESIA,28.0,10.64,F,48
46006,29454,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,MALAYSIA,19.8,11.88,,28
47412,14481,EPX,Travel Agency,Online,Cancellation Plan,0,19,BOTSWANA,80.0,0.0,,36
19694,52500,EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,27.0,0.0,,36
7660,6537,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,INDONESIA,20.0,0.0,,36
20942,13091,EPX,Travel Agency,Online,Cancellation Plan,0,60,UNITED KINGDOM,44.0,0.0,,36
21331,31371,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,13.5,3.38,M,24
46012,60566,SSI,Airlines,Online,Ticket Protector,0,2,SINGAPORE,3.44,0.96,,48
17184,22216,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,THAILAND,20.0,0.0,,36
44995,31294,EPX,Travel Agency,Online,Cancellation Plan,0,13,INDIA,18.0,0.0,,36
24117,52339,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,HONG KONG,20.0,0.0,,28
17852,3146,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,91,SINGAPORE,47.0,0.0,,36
18895,28712,JZI,Airlines,Online,Basic Plan,0,30,CHINA,35.0,12.25,M,45
39542,51798,RAB,Airlines,Online,Value Plan,0,4,BRUNEI DARUSSALAM,15.0,6.0,M,59
39801,49118,EPX,Travel Agency,Online,Cancellation Plan,0,19,VIET NAM,17.0,0.0,,52
9690,38025,EPX,Travel Agency,Online,Cancellation Plan,0,162,AUSTRALIA,65.0,0.0,,36
40990,17691,EPX,Travel Agency,Online,Cancellation Plan,0,16,HONG KONG,34.0,0.0,,36
18690,40942,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,119,UNITED KINGDOM,112.0,0.0,,36
1343,42088,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,117,PHILIPPINES,24.0,0.0,,36
47530,7418,EPX,Travel Agency,Online,Cancellation Plan,0,63,THAILAND,14.0,0.0,,36
41997,51254,EPX,Travel Agency,Online,Cancellation Plan,0,6,MACAO,53.0,0.0,,63
33527,33405,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,0.0,11.75,F,50
8205,37392,EPX,Travel Agency,Online,Cancellation Plan,0,14,MYANMAR,62.0,0.0,,36
17400,22692,C2B,Airlines,Online,Gold Plan,0,17,SINGAPORE,118.3,29.57,M,35
29872,39878,C2B,Airlines,Online,Bronze Plan,0,95,SINGAPORE,21.0,5.25,F,27
25994,18629,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,72,SINGAPORE,97.0,0.0,,24
48341,36379,SSI,Airlines,Online,Ticket Protector,0,76,SINGAPORE,2.19,0.61,,48
25141,9441,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,22,MYANMAR,25.0,0.0,,36
33639,4664,EPX,Travel Agency,Online,Cancellation Plan,0,53,CHINA,37.0,0.0,,36
11627,46443,EPX,Travel Agency,Online,Cancellation Plan,0,61,UNITED ARAB EMIRATES,21.0,0.0,,36
26476,1594,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,AUSTRALIA,9.9,5.94,,46
1379,39249,EPX,Travel Agency,Online,Cancellation Plan,0,33,CHINA,-50.0,0.0,,36
2450,58695,EPX,Travel Agency,Online,Cancellation Plan,0,25,HONG KONG,33.0,0.0,,35
889,9580,EPX,Travel Agency,Online,Cancellation Plan,0,99,UNITED STATES,80.0,0.0,,31
40153,17783,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,AUSTRALIA,29.7,17.82,,30
46337,60903,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,AUSTRALIA,0.0,41.58,,50
17663,46213,EPX,Travel Agency,Online,Cancellation Plan,0,17,UNITED ARAB EMIRATES,45.0,0.0,,36
39709,23857,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,MALAYSIA,20.0,0.0,,36
7312,45971,JZI,Airlines,Online,Basic Plan,0,1,MALAYSIA,18.0,6.3,M,57
45272,54971,C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,40.0,10.0,F,52
43009,57772,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,25,MALAYSIA,29.7,17.82,,31
26358,43121,EPX,Travel Agency,Online,Cancellation Plan,0,47,PHILIPPINES,10.0,0.0,,36
43340,55789,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,AUSTRALIA,19.8,11.88,,31
46460,33973,C2B,Airlines,Online,Bronze Plan,0,34,SINGAPORE,72.0,18.0,M,26
27815,55337,JZI,Airlines,Online,Basic Plan,0,7,HONG KONG,26.0,9.1,M,64
14565,11799,EPX,Travel Agency,Online,Cancellation Plan,0,23,HONG KONG,16.0,0.0,,21
7777,62181,EPX,Travel Agency,Online,Cancellation Plan,0,20,UNITED STATES,65.0,0.0,,49
39347,61313,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,JAPAN,45.0,0.0,,35
3747,15937,JZI,Airlines,Online,Basic Plan,0,7,MALAYSIA,22.0,7.7,M,43
6845,25976,EPX,Travel Agency,Online,Cancellation Plan,0,67,MONGOLIA,52.0,0.0,,36
4636,7022,EPX,Travel Agency,Online,Cancellation Plan,0,33,INDONESIA,10.0,0.0,,51
30373,48167,JZI,Airlines,Online,Basic Plan,0,5,THAILAND,22.0,7.7,M,39
49726,53750,SSI,Airlines,Online,Ticket Protector,0,53,SINGAPORE,0.19,0.05,,48
23130,54900,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,10,"TAIWAN, PROVINCE OF CHINA",39.0,0.0,,51
